libelle;code;url;description;comprend;ne_comprend_pas
Cigarettes (ND);02.3.0.1;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/02.3.0.1;;"cigarettes ; cigarettes achetées dans les bars et les restaurants, à condition qu'aucun frais de service ne soit appliqué";
Cigares (ND);02.3.0.2;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/02.3.0.2;;cigares cigares achetés dans les bars et les restaurants, à condition qu'aucun frais de service ne soit appliqué;
Autres produits du tabac (ND);02.3.0.9;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/02.3.0.9;;tabac à pipe, tabac à mâcher, mélanges pour narguilé et tabac à priser tabac à cigarettes et feuilles de tabac papiers à cigarettes et filtres à usage unique qui sont consommés avec la cigarette recharges pour cigarettes électroniques, avec ou sans nicotine tabac consommé avec une chicha ou une pipe à narguilé s'il est consommé à domicile;tabac consommé avec une chicha ou une pipe à narguilé dans les restaurants, les cafés et les salons de chicha ( 11.1.1 cigarettes électroniques et autres articles pour fumeurs ( 13.2.9.1
Stupéfiants;02.4;https://www.insee.fr/fr/metadonnees/coicop2018/groupe/02.4;couvre tous les stupéfiants, légaux ou illégaux, achetés par les ménages.;;
Stupéfiants (ND);02.4.0;https://www.insee.fr/fr/metadonnees/coicop2018/classe/02.4.0;;cannabis, opium, cocaïne et leurs dérivés autres stupéfiants d'origine végétale, tels que feuilles de bétel, noix de bétel, noix de cola, kava, khat (gat) autres stupéfiants, y compris produits chimiques et drogues de synthèse;stupéfiants à usage médical ( 06.1.1.1
Stupéfiants (ND);02.4.0.0;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/02.4.0.0;;cannabis, opium, cocaïne et leurs dérivés autres stupéfiants d'origine végétale, tels que feuilles de bétel, noix de bétel, noix de cola, kava, khat (gat) autres stupéfiants, y compris produits chimiques et drogues de synthèse;stupéfiants à usage médical ( 06.1.1.1
Articles d’habillement et chaussures;03;https://www.insee.fr/fr/metadonnees/coicop2018/division/03;comprend tous les articles d'habillement, vêtements, articles et accessoires ( ), chaussures ( ) et les services connexes, y compris le nettoyage, la réparation et la location d'articles d'habillement ( ) et de chaussures ( exclut les vêtements et chaussures de sport spécifiques au jeu et les équipements sportifs de protection (;;
Articles d’habillement;03.1;https://www.insee.fr/fr/metadonnees/coicop2018/groupe/03.1;Le site insee.fr est actuellement indisponible pour des raisons techniques. Nous vous invitons à réessayer ultérieurement. Suivez-nous sur les fils Bluesky et X de l'Insee Suivez-nous sur Bluesky Suivez-nous sur X;;
Tissus pour habillement (SD);03.1.1;https://www.insee.fr/fr/metadonnees/coicop2018/classe/03.1.1;;matériaux d'habillement en fibres naturelles, synthétiques et mixtes cuir, fourrure, sangles thermocollantes, ouate et feutre pour la fabrication de vêtements;tissus d'ameublement ( 05.2.1.1
Tissus pour habillement (SD);03.1.1.0;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/03.1.1.0;;matériaux d'habillement en fibres naturelles, synthétiques et mixtes cuir, fourrure, sangles thermocollantes, ouate et feutre pour la fabrication de vêtements;tissus d'ameublement ( 05.2.1.1
Vêtements (SD);03.1.2;https://www.insee.fr/fr/metadonnees/coicop2018/classe/03.1.2;Vêtements pour hommes et garçons, femmes et filles et nourrissons, prêts à porter ou sur mesure, en toutes matières (y compris le cuir, la fourrure, le plastique et le caoutchouc), pour la vie quotidienne, le sport ou le travail.;capes, manteaux, imperméables, anoraks, parkas, blousons, vestes, pantalons, gilets, costumes, robes, jupes, etc. chemises, chemisiers, pulls, pullovers, cardigans, shorts, maillots de bain, survêtements, joggings, sweatshirts, T-shirts, justaucorps, etc. gilets, caleçons, chaussettes, bas, collants, jupons, brassières, culottes, slips, gaines, corsets, bas de corps, etc. pyjamas, chemises de nuit, nuisettes, robes de chambre, robes d’intérieur, peignoirs, etc. vêtements traditionnels;services de couture lorsque le client fournit le matériel ( 03.1.4.2 articles de bonneterie médicale, tels que les bas élastiques ( 06.1.2.2 couches quelle que soit la matière ( 13.2.9.1
Vêtements pour hommes ou garçons (SD);03.1.2.1;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/03.1.2.1;Vêtements pour hommes ou garçons, prêts à porter ou sur mesure, en toutes matières (y compris le cuir, la fourrure, le plastique et le caoutchouc), pour la vie quotidienne, le sport ou le travail.;capes, manteaux, imperméables, anoraks, parkas, blousons, vestes, pantalons, gilets, costumes, etc. chemises, pulls, pullovers, cardigans, shorts, maillots de bain, survêtements, joggings, sweatshirts, T-shirts, justaucorps, etc. vêtements traditionnels gilets, caleçons, chaussettes, etc. pyjamas, chemises de nuit, peignoirs, etc.;vêtements pour bébés (de 0 à moins de 2 ans) ( 03.1.2.3 services de couture lorsque le client fournit le matériel ( 03.1.4.2 articles de bonneterie médicale, tels que bas de contention ( 06.1.2.2
Vêtements pour femmes ou filles (SD);03.1.2.2;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/03.1.2.2;Vêtements pour femmes ou jeunes filles, prêts à porter ou sur mesure, en toutes matières (y compris cuir, fourrure, plastique et caoutchouc), pour la vie quotidienne, le sport ou le travail.;capes, manteaux, imperméables, anoraks, parkas, blousons, vestes, pantalons, gilets, costumes, robes, jupes, etc. chemises, chemisiers, pulls, pullovers, cardigans, shorts, maillots de bain, survêtements, joggings, sweatshirts, T-shirts, justaucorps, etc. vêtements traditionnels gilets, caleçons, chaussettes, bas, collants, jupons, brassières, culottes, slips, gaines, corsets, bas de corps, etc. pyjamas, chemises de nuit, nuisettes, robes de chambre, robes d’intérieures, peignoirs, etc.;vêtements pour bébés (de 0 à moins de 2 ans) ( 03.1.2.3 services de couture lorsque le client fournit le matériel ( 03.1.4.2 articles de bonneterie médicale, tels que bas de contention ( 06.1.2.2
Vêtements pour nourrissons (de moins de 2 ans) (SD);03.1.2.3;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/03.1.2.3;Vêtements pour nourrissons et bébés (de 0 à moins de 2 ans), prêts à porter ou sur mesure, en toutes matières.;imperméables, anoraks, parkas, blousons, vestes, pantalons, gilets, costumes, robes, jupes, etc. gilets, caleçons, chaussettes, bas, collants, etc. pyjamas, chemises de nuit, nuisettes, robes de chambre, peignoirs, etc.;services de couture lorsque le client fournit le matériel ( 03.1.4.2 couches quelle que soit la matière ( 13.2.9.1
Uniformes scolaires (SD);03.1.2.4;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/03.1.2.4;;uniformes scolaires;
Autres articles et accessoires d’habillement (SD);03.1.3;https://www.insee.fr/fr/metadonnees/coicop2018/classe/03.1.3;;cravates, mouchoirs, écharpes, gants, moufles, manchons, ceintures, bretelles, tabliers, blouses, bavoirs, protège-manches, chapeaux, casquettes, bérets, bonnets, etc. fils à coudre, fils à tricoter et accessoires pour la confection de vêtements, tels que boucles, boutons, boutons-pression, fermetures à glissière, rubans, lacets, garnitures, etc. gants de travail;"épingles, épingles de sûreté, aiguilles à coudre, aiguilles à tricoter et dés à coudre ; gants en caoutchouc et autres articles en caoutchouc ; et gants de jardinage ( 05.6.1.9 casques de protection pour le sport ; autres équipements de protection pour le sport, tels que gilets de sauvetage, gants de boxe et autres gants de sport, rembourrages corporels, ceintures, supports, etc. ( 09.2.2.1 mouchoirs en papier ( 13.1.2.0 montres, bijoux, boutons de manchette, épingles à cravate ( 13.2.1.1 parapluies et parasols, éventails, porte-clés ( 13.2.9.1"
Autres articles d’habillement (SD);03.1.3.1;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/03.1.3.1;Le site insee.fr est actuellement indisponible pour des raisons techniques. Nous vous invitons à réessayer ultérieurement. Suivez-nous sur les fils Bluesky et X de l'Insee Suivez-nous sur Bluesky Suivez-nous sur X;;
Accessoires d’habillement (SD);03.1.3.2;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/03.1.3.2;Le site insee.fr est actuellement indisponible pour des raisons techniques. Nous vous invitons à réessayer ultérieurement. Suivez-nous sur les fils Bluesky et X de l'Insee Suivez-nous sur Bluesky Suivez-nous sur X;;
Nettoyage, réparation, confection et location d’articles d’habillement (S);03.1.4;https://www.insee.fr/fr/metadonnees/coicop2018/classe/03.1.4;Le site insee.fr est actuellement indisponible pour des raisons techniques. Nous vous invitons à réessayer ultérieurement. Suivez-nous sur les fils Bluesky et X de l'Insee Suivez-nous sur Bluesky Suivez-nous sur X;;
Nettoyage d’articles d’habillement (S);03.1.4.1;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/03.1.4.1;Le site insee.fr est actuellement indisponible pour des raisons techniques. Nous vous invitons à réessayer ultérieurement. Suivez-nous sur les fils Bluesky et X de l'Insee Suivez-nous sur Bluesky Suivez-nous sur X;;
Réparation, confection et location d’articles d’habillement (S);03.1.4.2;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/03.1.4.2;Le site insee.fr est actuellement indisponible pour des raisons techniques. Nous vous invitons à réessayer ultérieurement. Suivez-nous sur les fils Bluesky et X de l'Insee Suivez-nous sur Bluesky Suivez-nous sur X;;
Chaussures;03.2;https://www.insee.fr/fr/metadonnees/coicop2018/groupe/03.2;Le site insee.fr est actuellement indisponible pour des raisons techniques. Nous vous invitons à réessayer ultérieurement. Suivez-nous sur les fils Bluesky et X de l'Insee Suivez-nous sur Bluesky Suivez-nous sur X;;
Chaussures diverses (SD);03.2.1;https://www.insee.fr/fr/metadonnees/coicop2018/classe/03.2.1;Le site insee.fr est actuellement indisponible pour des raisons techniques. Nous vous invitons à réessayer ultérieurement. Suivez-nous sur les fils Bluesky et X de l'Insee Suivez-nous sur Bluesky Suivez-nous sur X;;
Chaussures pour hommes (SD);03.2.1.1;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/03.2.1.1;Le site insee.fr est actuellement indisponible pour des raisons techniques. Nous vous invitons à réessayer ultérieurement. Suivez-nous sur les fils Bluesky et X de l'Insee Suivez-nous sur Bluesky Suivez-nous sur X;;
Chaussures pour femmes (SD);03.2.1.2;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/03.2.1.2;Le site insee.fr est actuellement indisponible pour des raisons techniques. Nous vous invitons à réessayer ultérieurement. Suivez-nous sur les fils Bluesky et X de l'Insee Suivez-nous sur Bluesky Suivez-nous sur X;;
Chaussures pour nourrissons et enfants (SD);03.2.1.3;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/03.2.1.3;Le site insee.fr est actuellement indisponible pour des raisons techniques. Nous vous invitons à réessayer ultérieurement. Suivez-nous sur les fils Bluesky et X de l'Insee Suivez-nous sur Bluesky Suivez-nous sur X;;
Nettoyage, réparation et location de chaussures (S);03.2.2;https://www.insee.fr/fr/metadonnees/coicop2018/classe/03.2.2;Le site insee.fr est actuellement indisponible pour des raisons techniques. Nous vous invitons à réessayer ultérieurement. Suivez-nous sur les fils Bluesky et X de l'Insee Suivez-nous sur Bluesky Suivez-nous sur X;;
Nettoyage, réparation et location de chaussures (S);03.2.2.0;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/03.2.2.0;Le site insee.fr est actuellement indisponible pour des raisons techniques. Nous vous invitons à réessayer ultérieurement. Suivez-nous sur les fils Bluesky et X de l'Insee Suivez-nous sur Bluesky Suivez-nous sur X;;
Logement, eau, gaz, électricité et autres combustibles;04;https://www.insee.fr/fr/metadonnees/coicop2018/division/04;Le site insee.fr est actuellement indisponible pour des raisons techniques. Nous vous invitons à réessayer ultérieurement. Suivez-nous sur les fils Bluesky et X de l'Insee Suivez-nous sur Bluesky Suivez-nous sur X;;
Loyers d’habitation effectivement payés;04.1;https://www.insee.fr/fr/metadonnees/coicop2018/groupe/04.1;Le site insee.fr est actuellement indisponible pour des raisons techniques. Nous vous invitons à réessayer ultérieurement. Suivez-nous sur les fils Bluesky et X de l'Insee Suivez-nous sur Bluesky Suivez-nous sur X;;
Loyers effectivement payés par les locataires pour des résidences principales (S);04.1.1;https://www.insee.fr/fr/metadonnees/coicop2018/classe/04.1.1;Le site insee.fr est actuellement indisponible pour des raisons techniques. Nous vous invitons à réessayer ultérieurement. Suivez-nous sur les fils Bluesky et X de l'Insee Suivez-nous sur Bluesky Suivez-nous sur X;;
Loyers effectivement payés par les locataires pour des résidences principales (S);04.1.1.0;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/04.1.1.0;Le site insee.fr est actuellement indisponible pour des raisons techniques. Nous vous invitons à réessayer ultérieurement. Suivez-nous sur les fils Bluesky et X de l'Insee Suivez-nous sur Bluesky Suivez-nous sur X;;
Autres loyers effectifs (S);04.1.2;https://www.insee.fr/fr/metadonnees/coicop2018/classe/04.1.2;Le site insee.fr est actuellement indisponible pour des raisons techniques. Nous vous invitons à réessayer ultérieurement. Suivez-nous sur les fils Bluesky et X de l'Insee Suivez-nous sur Bluesky Suivez-nous sur X;;
Loyers effectivement payés par les locataires pour des résidences secondaires (S);04.1.2.1;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/04.1.2.1;Le site insee.fr est actuellement indisponible pour des raisons techniques. Nous vous invitons à réessayer ultérieurement. Suivez-nous sur les fils Bluesky et X de l'Insee Suivez-nous sur Bluesky Suivez-nous sur X;;
Loyers de garages et autres loyers payés par les locataires (S);04.1.2.2;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/04.1.2.2;Le site insee.fr est actuellement indisponible pour des raisons techniques. Nous vous invitons à réessayer ultérieurement. Suivez-nous sur les fils Bluesky et X de l'Insee Suivez-nous sur Bluesky Suivez-nous sur X;;
