tri;type;parent;code;label_en;label_fr;note_generale_en;note_generale_fr;contenu_central_en;contenu_central_fr;contenu_additionnel_en;contenu_additionnel_fr;note_exclusion_en;note_exclusion_fr;;;
288;Poste;03.2.1.2;03.2.1.2.2;Sport footwear for women;Chaussures de sport pour femme;;;— sports footwear suitable for everyday or leisure use: jogging shoes, cross-country shoes, tennis shoes, basketball shoes, boat shoes, etc.;— chaussures de sport convenant à une utilisation quotidienne ou dans le cadre des loisirs (chaussures de jogging, de cross, de tennis, de Basket-ball, de canotage, etc.);;;"— game-specific footwear (ski boots, football boots, golfing shoes and other such footwear fitted with ice skates, rollers, spikes, studs, etc.); and shin guards, cricket pads and other such protective sports apparel (09.2.2.1)";— chaussures de sport spécifiques : chaussures de ski, chaussures de football, chaussures de golf et autres chaussures équipées de patins à glace, de roulettes, de pointes, de crampons, etc. (09.2.2.1);;;
289;Poste;03.2.1.2;03.2.1.2.9;Other footwear for women;Autres articles chaussant pour femme;;;— slippers, charentaises, indoor shoes, sandals;— pantoufles, charentaises, chaussures d'intérieur, sandales;;;"— leather sandals (03.2.1.2.1)
— therapeutic footwear (06.1.3.3)";"— sandales en cuir (03.2.1.2.1)
— chaussures thérapeutiques (06.1.3.3)";;;
290;Sous-classe;03.2.1;03.2.1.3;Footwear for infants and children (SD);Chaussures pour nourrissons et enfants (SD);;;— all footwear for infants and children (under 13 years of age) either ready-to-wear or made to measure;— tous types de chaussures pour nourrissons et enfants (de moins de 13 ans), prêtes à porter ou fabriquées sur mesure;"— gaiters and similar articles
— shoelaces
— parts of footwear, such as heels, soles, etc., purchased by households with the intention of repairing footwear themselves
— sports footwear suitable for everyday or leisure wear (shoes for jogging cross-training, tennis, basketball, boating, etc.)
— baby’s booties made of fabric or sheepskin";"— guêtres et articles similaires
— lacets
— parties de chaussures, telles que talons, semelles, etc., achetées par les ménages dans l'intention de réparer eux-mêmes leurs chaussures
— chaussures de sport destinées à être portées tous les jours ou pendant les loisirs (chaussures pour le jogging, le cross-training, le tennis, le basket-ball, le bateau, etc.)
— chaussons pour bébés en tissu ou en peau de mouton";"— cleaning, repair and hire of footwear (03.2.2.0)
— polishes, creams and other shoe-cleaning articles (05.6.1.1)
— therapeutic footwear (06.1.3.3)
— game-specific footwear (ski boots, football boots, golfing shoes and other such footwear fitted with ice skates, rollers, spikes, studs, etc.); and shin guards, cricket pads and other such protective sports apparel (09.2.2.1)";"— nettoyage, réparation et location de chaussures (03.2.2.0)
— cirages, crèmes et autres articles de nettoyage des chaussures (05.6.1.1)
— chaussures thérapeutiques (06.1.3.3)
— chaussures de sport (chaussures de ski, chaussures de football, chaussures de golf et autres chaussures équipées de patins à glace, de roulettes, de pointes, de crampons, etc.) ; protège-tibias, cricket pads et autres vêtements de protection pour le sport (09.2.2.1)";;;
291;Poste;03.2.1.3;03.2.1.3.1;Formal footwear for infants and children;Chaussures de ville pour nourrissons et enfants;;;— all footwear for infants and children (under 13 years of age) either ready-to-wear or made to measure;— tous types de chaussures pour nourrissons et enfants (de moins de 13 ans), prêtes à porter ou fabriquées sur mesure;"— gaiters and similar articles
— baby’s booties made of fabric or sheepskin";"— guêtres et articles similaires
— chaussons pour bébés en tissu ou en peau de mouton";;;;;
292;Poste;03.2.1.3;03.2.1.3.2;Sport footwear for infants and children;Chaussures de sport pour nourrissons et enfants;;;— sports footwear suitable for everyday or leisure wear (shoes for jogging cross-training, tennis, basketball, boating, etc.);— chaussures de sport destinées à être portées tous les jours ou pendant les loisirs (chaussures pour le jogging, le cross-training, le tennis, le basket-ball, le bateau, etc.);;;"— game-specific footwear (ski boots, football boots, golfing shoes and other such footwear fitted with ice skates, rollers, spikes, studs, etc.); and shin guards, cricket pads and other such protective sports apparel (09.2.2.1)";"— chaussures de sport (chaussures de ski, chaussures de football, chaussures de golf et autres chaussures équipées de patins à glace, de roulettes, de pointes, de crampons, etc.) ; protège-tibias, cricket pads et autres vêtements de protection pour le sport (09.2.2.1)";;;
293;Poste;03.2.1.3;03.2.1.3.9;Other footwear for infants and children;Autres articles chaussant pour nourrissons et enfants;;;"— shoelaces
— parts of footwear, such as heels, soles, etc., purchased by households with the intention of repairing footwear themselves";"— lacets
— parties de chaussures, telles que talons, semelles, etc., achetées par les ménages dans l'intention de réparer eux-mêmes leurs chaussures";;;— therapeutic footwear (06.1.3.3);— chaussures thérapeutiques (06.1.3.3);;;
294;Classe;03.2;03.2.2;Cleaning, repair, and hire of footwear (S);Nettoyage, réparation et location de chaussures (S);The cost of materials is included only if they are not separately priced.;Le coût des matériaux est inclus si les matériaux ne sont pas facturés séparément.;"— repair of footwear
— shoe-cleaning services
— dyeing of shoes
— hire of footwear";"— réparation de chaussures
— services de nettoyage de chaussures
— teinture de chaussures
— location de chaussures";;;"— parts of footwear, such as heels, soles and so on, purchased by households with the intention of undertaking footwear repair themselves (03.2.1)
— polishes, creams and other shoe-cleaning articles (05.6.1.1)
— hire and repair of game-specific footwear (ski boots, football boots, golfing shoes and other such footwear fitted with ice skates, rollers, spikes, studs, etc.) (09.4.4.0)";"— parties de chaussures, telles que talons, semelles, etc., achetées par les ménages dans l'intention de les réparer eux-mêmes (03.2.1)
— cirages, crèmes et autres articles de nettoyage des chaussures (05.6.1.1)
— location et réparation de chaussures de sport (chaussures de ski, de football, de golf et autres chaussures équipées de patins à glace, de roulettes, de pointes, de crampons, etc.) (09.4.4.0)";;;
295;Sous-classe;03.2.2;03.2.2.0;Cleaning, repair, and hire of footwear (S);Nettoyage, réparation et location de chaussures (S);The cost of materials is included only if they are not separately priced.;Le coût des matériaux est inclus si les matériaux ne sont pas facturés séparément.;"— repair of footwear
— shoe-cleaning services
— dyeing of shoes
— hire of footwear";"— réparation de chaussures
— services de nettoyage de chaussures
— teinture de chaussures
— location de chaussures";;;"— parts of footwear, such as heels, soles, etc., purchased by households with the intention of undertaking footwear repair themselves (03.2.1)
— polishes, creams and other shoe-cleaning articles (05.6.1.1)
— hire and repair of game-specific footwear (ski boots, football boots, golfing shoes and other such footwear fitted with ice skates, rollers, spikes, studs, etc.) (09.4.4.0)";"— parties de chaussures, telles que talons, semelles, etc., achetées par les ménages dans l'intention de les réparer eux-mêmes (03.2.1)
— cirages, crèmes et autres articles de nettoyage des chaussures (05.6.1.1)
— location et réparation de chaussures de sport (chaussures de ski, de football, de golf et autres chaussures équipées de patins à glace, de roulettes, de pointes, de crampons, etc.) (09.4.4.0)";;;
296;Poste;03.2.2.0;03.2.2.0.1;Cleaning, repair, and hire of footwear;Nettoyage, réparation et location de chaussures;The cost of materials is included only if they are not separately priced.;Le coût des matériaux est inclus si les matériaux ne sont pas facturés séparément.;"— repair of footwear
— shoe-cleaning services
— dyeing of shoes
— hire of footwear";"— réparation de chaussures
— services de nettoyage de chaussures
— teinture de chaussures
— location de chaussures";;;"— parts of footwear, such as heels, soles, etc., purchased by households with the intention of undertaking footwear repair themselves (03.2.1)
— polishes, creams and other shoe-cleaning articles (05.6.1.1)
— hire and repair of game-specific footwear (ski boots, football boots, golfing shoes and other such footwear fitted with ice skates, rollers, spikes, studs, etc.) (09.4.4.0)";"— parties de chaussures, telles que talons, semelles, etc., achetées par les ménages dans l'intention de les réparer eux-mêmes (03.2.1)
— cirages, crèmes et autres articles de nettoyage des chaussures (05.6.1.1)
— location et réparation de chaussures de sport (chaussures de ski, de football, de golf et autres chaussures équipées de patins à glace, de roulettes, de pointes, de crampons, etc.) (09.4.4.0)";;;
297;Division;;04;Housing, water, electricity, gas and other fuels;Logement, eau, gaz, électricité et autres combustibles;"Division 04 covers goods and services related to the maintenance, repair and security of the dwelling as well as water supply, energy supply for heating and cooling, and other dwelling-related services.
Actual and imputed rentals for main and secondary residences, which are treated in accordance with the practice of the 2008 System of National Accounts are classified to groups 04.1 and 04.2, respectively.
Dwelling maintenance, repair and security includes, under group 04.3, materials purchased by tenants and owner-occupiers with the intention of undertaking maintenance and repair themselves, as well as the services for the maintenance, repair and security of the dwelling purchased from enterprises. It should be noted that only expenditures on materials and services intended for minor maintenance and repairs are covered under group 04.3: expenditures on materials and services for major maintenance and repair – which are usually the responsibility of a landlord rather than of tenants – are not considered part of individual consumption expenditures of households and are thus out of scope of the classification.";"La division 04 couvre les biens et services liés à l'entretien, à la réparation et à la sécurité du logement ainsi que la fourniture d'eau, d'énergie pour le chauffage et la climatisation et d'autres services liés au logement.
Les loyers effectifs et imputés des résidences principales et secondaires, qui sont traités conformément à la pratique du Système de comptabilité nationale 2008, sont classés respectivement dans les groupes 04.1 et 04.2.
L'entretien, la réparation et la sécurité des logements comprennent, dans le groupe 04.3, les matériaux achetés par les locataires et les propriétaires-occupants dans l'intention d'effectuer eux-mêmes l'entretien et la réparation, ainsi que les services d'entretien, de réparation et de sécurité des logements achetés aux entreprises. Il convient de noter que seules les dépenses en matériaux et services destinés à l'entretien et aux réparations mineures sont couvertes par le groupe 04.3 : les dépenses en matériaux et services destinés à l'entretien et aux réparations majeures - qui relèvent généralement de la responsabilité d'un propriétaire plutôt que de celle des locataires - ne sont pas considérées comme faisant partie des dépenses de consommation individuelle des ménages et sont donc exclues du champ d'application de la classification.";;;;;;;;;
298;Groupe;04;04.1;Actual rental payments made for housing;Loyers d’habitation effectivement payés;"Rentals normally include payment for the use of the land on which the property stands; the dwelling occupied; the fixtures and fittings for heating, plumbing, lighting and so on; and, in the case of a dwelling that is let furnished, the furniture.
Rentals also include payment for the use of a garage that provides parking in connection with the dwelling. However, the garage does not need to be physically contiguous to the dwelling nor does it have to be leased from the same landlord.
Rentals do not include payment for the use of a garage or parking space that provides parking not in connection with the dwelling (07.2.4). Nor do they include charges for water supply (04.4.1), refuse collection (04.4.2) or sewage collection (04.4.3); co-proprietor charges for caretaking, gardening, stairwell cleaning, heating and lighting, maintenance of lifts and refuse disposal chutes and so on, in multi-occupied buildings (04.4.4); charges for electricity (04.5.1) and gas (04.5.2); or charges for heating and hot water (04.5.3, 04.5.4) supplied by district heating plants (04.5.5).
Every household has a principal dwelling (sometimes designated as the main or primary home), which is usually determined on the basis of the amount of time spent there whose location defines the country of residence and place of usual residence of the household and all of its members. All other homes owned or leased by the household are considered secondary dwellings.";"Les loyers comprennent normalement le paiement de l'utilisation du terrain sur lequel se trouve le bien immobilier, du logement occupé, des installations et des équipements pour le chauffage, la plomberie, l'éclairage, etc. et, dans le cas d'un logement loué meublé, du mobilier.
Les loyers comprennent également le paiement de l'utilisation d'un garage qui sert de parking en rapport avec le logement. Toutefois, il n'est pas nécessaire que le garage soit physiquement contigu au logement ni qu'il soit loué auprès du même propriétaire.
Les loyers ne comprennent pas le paiement pour l'utilisation d'un garage ou d'un espace de stationnement qui fournit un stationnement non lié au logement (07.2.4). Ils ne comprennent pas non plus les frais de distribution d'eau (04.4.1), d'enlèvement des ordures (04.4.2) ou d'évacuation des eaux usées (04.4.3) ; les charges de copropriété pour le gardiennage, le jardinage, le nettoyage des cages d'escalier, le chauffage et l'éclairage, l'entretien des ascenseurs et des vide-ordures, etc. dans les immeubles à plusieurs occupants (04. 4.4) ; les frais d'électricité (04.5.1) et de gaz (04.5.2) ; ou les frais de chauffage et d'eau chaude (04.5.3, 04.5.4) fournis par les centrales de chauffage urbain (04.5.5).
Chaque ménage dispose d'un logement principal (parfois appelé résidence principale), qui est généralement déterminé sur la base du temps passé dans ce logement, dont l'emplacement définit le pays de résidence et le lieu de résidence habituelle du ménage et de tous ses membres. Tous les autres logements possédés ou loués par le ménage sont considérés comme des logements secondaires.";— rentals actually paid by tenants or subtenants occupying furnished or unfurnished premises as their main residence;— loyers effectivement payés par les locataires ou sous-locataires occupant à titre de résidence principale des locaux meublés ou non meublés;— payments by households occupying a room in a hotel or boarding house as their main residence;— paiements effectués par les ménages occupant une chambre dans un hôtel ou une pension en tant que résidence principale;"— accommodation services of boarding schools, universities and other educational establishments (11.2.0.3)
— accommodation services of hostels for workers (11.2.0.9)
— retirement homes for elderly persons (13.3.0.2)";"— services d'hébergement des internats, universités et autres établissements d'enseignement (11.2.0.9)
— services d’hébergement des foyers pour travailleurs (11.2.0.9)
— maisons de retraite pour personnes âgées (13.3.0.2)";;;
